symbol,market,direction,entry,exit,qty,pnl,fee,funding,close_reason,partial_exit,r_multiple,hold_minutes,strategy_module,regime,opened_at_utc,closed_at_utc
BTCUSDT,SPOT,LONG,63221.006883165,62928.43850158375,0.000978,-0.40950603477274844,0.12337415758628427,0.0,STOP_LOSS,False,-1.7289149460940356,25.0,M4,LOW_VOL_CHOP,2024-01-03T01:30:00+00:00,2024-01-03T01:55:00+00:00
BTCUSDT,SPOT,LONG,63412.11863962242,61987.66915756424,0.00028,-0.43395779555950326,0.03511194058321226,0.0,STOP_LOSS,False,-1.1273109734091316,170.0,M1,TREND,2024-01-03T02:05:00+00:00,2024-01-03T04:55:00+00:00
BTCUSDT,SPOT,LONG,27878.290019220465,27929.939970432617,0.0007655,-0.0031831624041772436,0.04272120005707944,0.0,TAKE_PROFIT_1_PARTIAL,True,-0.029149085130294204,30.0,M4,LOW_VOL_CHOP,2024-01-04T21:25:00+00:00,2024-01-04T21:55:00+00:00
BTCUSDT,SPOT,LONG,27878.290019220465,27855.98738720509,0.0007655,-0.05973725416238965,0.04266458935461876,0.0,STOP_LOSS,False,-0.5470303069502325,35.0,M4,LOW_VOL_CHOP,2024-01-04T21:25:00+00:00,2024-01-04T22:00:00+00:00
BTCUSDT,SPOT,LONG,27793.364210521195,27854.944455760957,0.000694,0.0041167639819950225,0.03861992621439981,0.0,TAKE_PROFIT_1_PARTIAL,True,0.03830995156702652,40.0,M4,LOW_VOL_CHOP,2024-01-04T23:20:00+00:00,2024-01-05T00:00:00+00:00
BTCUSDT,SPOT,LONG,27793.364210521195,27771.12951915278,0.000694,-0.05399263445807441,0.038561758648393736,0.0,STOP_LOSS,False,-0.5024468782061693,45.0,M4,LOW_VOL_CHOP,2024-01-04T23:20:00+00:00,2024-01-05T00:05:00+00:00
BTCUSDT,SPOT,LONG,37148.00699129036,37232.119202383255,0.000512,0.004982827468403443,0.03808262461116089,0.0,TAKE_PROFIT_1_PARTIAL,True,0.0465171125261777,60.0,M4,LOW_VOL_CHOP,2024-01-16T16:50:00+00:00,2024-01-16T17:50:00+00:00
BTCUSDT,SPOT,LONG,37148.00699129036,37118.28858569732,0.000512,-0.05324016699905101,0.03802434333541769,0.0,STOP_LOSS,False,-0.49702279577439856,65.0,M4,LOW_VOL_CHOP,2024-01-16T16:50:00+00:00,2024-01-16T17:55:00+00:00
